,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
10,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11201992,Mother,No,,29-Aug-2023,
11,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11201993,Sister,No,,29-Aug-2023,
12,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11201994,Brother-in-law,No,,29-Aug-2023,
13,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11201997,Uncle,No,,29-Aug-2023,
14,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11202010,Son,No,,29-Aug-2023,
15,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11202011,Son,No,,29-Aug-2023,
16,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11202012,Son,No,,29-Aug-2023,
17,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11220960,Uncle,No,,29-Aug-2023,
18,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11276140,Employee,No,,29-Aug-2023,
19,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11534594,Daughter,No,,29-Aug-2023,
20,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11535566,Uncle,No,,29-Aug-2023,
21,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11535600,Brother,No,,29-Aug-2023,
22,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11535617,Brother,No,,29-Aug-2023,
23,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11535634,Brother,No,,29-Aug-2023,
24,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11535989,Nephew,No,,29-Aug-2023,
25,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11536061,Nephew,No,,29-Aug-2023,
26,14234,chg,Male,No,Active,Spelling Variation,OSN,,Mas'ud,,Barzani,,Politically Exposed Person (PEP),,,Previous Roles,Other,"President, Interim Governing Council",01,Apr,2004,30,Apr,2004,Date of Birth,16,Aug,1946,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Iraq,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",11536112,Nephew,No,,29-Aug-2023,
27,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Primary Occupation,National Government Ministers,See Previous Roles,01,Apr,2004,30,Apr,2004,Date of Birth,02,Jun,1950,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Citizenship,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",751522,Wife,No,,29-Aug-2023,
28,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,State Agency Officials,"Governor, Central Bank of Madagascar (BCM)",01,Apr,1988,30,Apr,1993,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Resident of,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",1103271,Son,No,,29-Aug-2023,
29,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Finance,01,Apr,1988,30,Apr,1993,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128660,Brother,No,,29-Aug-2023,
30,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128661,Brother,No,,29-Aug-2023,
31,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128666,Sister,No,,29-Aug-2023,
32,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128667,Brother,No,,29-Aug-2023,
33,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128670,Brother,No,,29-Aug-2023,
34,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128673,Sister-in-law,No,,29-Aug-2023,
35,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128675,Nephew,No,,29-Aug-2023,
36,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128678,Nephew,No,,29-Aug-2023,
37,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128679,Niece,No,,29-Aug-2023,
38,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128681,Nephew,No,,29-Aug-2023,
39,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128685,Nephew,No,,29-Aug-2023,
40,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128691,Brother,No,,29-Aug-2023,
41,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128694,Sister-in-law,No,,29-Aug-2023,
42,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128697,Nephew,No,,29-Aug-2023,
43,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128702,Niece,No,,29-Aug-2023,
44,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128703,Nephew,No,,29-Aug-2023,
45,19566,chg,Male,No,Inactive,Primary Name,OSN,,Blandin,E.,Razafimanjato,,Politically Exposed Person (PEP),,,Previous Roles,National Government Ministers,Minister of Tourism,01,Apr,1988,30,Jul,2002,Inactive as of (PEP),07,Aug,2003,,"Mahabad,Iran",,,,,,,,,,,,,,,,,,Jurisdiction,Madagascar,,,,http://www.aljazeera.com/news/2017/10/masoud-barzani-step-krg-president-171029161347180.html,  ,"https://cnn-arabic-images.cnn.io/cloudinary/image/upload/w_1920,c_scale,q_auto/cnnarabic/2018/09/08/images/111376.avif",13128704,Nephew,No,,29-Aug-2023,
